ID,Year,Title,Authors,Journal,Volume,Issue,Page start,Page end,Document Type,Abstract,Species,Cell Type,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,total
425,2012,Pax3/7BP is a Pax7- and Pax3-binding protein that regulates the proliferation of muscle precursor cells by an epigenetic mechanism,"Diao, Y. # Guo, X. # Li, Y. # Sun, K. # Lu, L. # Jiang, L. # Fu, X. # Zhu, H. # Sun, H. # Wang, H. # Wu, Z. #",Cell Stem Cell,11,2,231,241,Article,"In mouse skeletal muscles, Pax7 uniquely marks muscle satellite cells and plays some important yet unknown functions at the perinatal stage. To elucidate its in vivo functions, we initiated a yeast two-hybrid screening to look for Pax7-interacting proteins and identified a previously uncharacterized Pax7- and Pax3-binding protein (Pax3/7BP). Pax3/7BP is a ubiquitously expressed nuclear protein, enriched in Pax7+ muscle precursor cells (MPCs), and serves as an indispensable adaptor for Pax7 to recruit the histone 3 lysine 4 (H3K4) methyltransferase (HMT) complex by bridging Pax7 and Wdr5. Knockdown of Pax3/7BP abolished the Pax3/7-associated H3K4 HMT activity and inhibited the proliferation of Pax7+ MPCs from young mice both in culture and in vivo. Id3 and Cdc20 were direct target genes of Pax7 and Pax3/7BP involved in the proliferation of Pax7+ MPCs. Collectively, our work establishes Pax3/7BP as an essential adaptor linking Pax3/7 with the H3K4 HMT to regulate the proliferation of MPCs. © 2012 Elsevier Inc.",Mouse,tissue stem cell,0,0,0,0,0,0,2,8,12,12,34
426,2012,Small molecule-mediated TGF-_ type II receptor degradation promotes cardiomyogenesis in embryonic stem cells,"Willems, E. # Cabral-Teixeira, J. # Schade, D. # Cai, W. # Reeves, P. # Bushway, P.J. # Lanier, M. # Walsh, C. # Kirchhausen, T. # Belmonte, J.C.I. # Cashman, J. # Mercola, M. #",Cell Stem Cell,11,2,242,252,Article,"The cellular signals controlling the formation of cardiomyocytes, vascular smooth muscle, and endothelial cells from stem cell-derived mesoderm are poorly understood. To identify these signals, a mouse embryonic stem cell (ESC)-based differentiation assay was screened against a small molecule library resulting in a 1,4-dihydropyridine inducer of type II TGF-_ receptor (TGFBR2) degradation-1 (ITD-1). ITD analogs enhanced proteasomal degradation of TGFBR2, effectively clearing the receptor from the cell surface and selectively inhibiting intracellular signaling (IC50 _0.4-0.8 _M). ITD-1 was used to evaluate TGF-_ involvement in mesoderm formation and cardiopoietic differentiation, which occur sequentially during early development, revealing an essential role in both processes in ESC cultures. ITD-1 selectively enhanced the differentiation of uncommitted mesoderm to cardiomyocytes, but not to vascular smooth muscle and endothelial cells. ITD-1 is a highly selective TGF-_ inhibitor and reveals an unexpected role for TGF-_ signaling in controlling cardiomyocyte differentiation from multipotent cardiovascular precursors. © 2012 Elsevier Inc.",Mouse,Embryonic stem cell,0,0,0,0,0,2,11,13,18,6,50
427,2012,Genetic correction of huntington's disease phenotypes in induced pluripotent stem cells,"An, M.C. # Zhang, N. # Scott, G. # Montoro, D. # Wittkop, T. # Mooney, S. # Melov, S. # Ellerby, L.M. #",Cell Stem Cell,11,2,253,263,Article,"Huntington's disease (HD) is caused by a CAG expansion in the huntingtin gene. Expansion of the polyglutamine tract in the huntingtin protein results in massive cell death in the striatum of HD patients. We report that human induced pluripotent stem cells (iPSCs) derived from HD patient fibroblasts can be corrected by the replacement of the expanded CAG repeat with a normal repeat using homologous recombination, and that the correction persists in iPSC differentiation into DARPP-32-positive neurons in vitro and in vivo. Further, correction of the HD-iPSCs normalized pathogenic HD signaling pathways (cadherin, TGF-_, BDNF, and caspase activation) and reversed disease phenotypes such as susceptibility to cell death and altered mitochondrial bioenergetics in neural stem cells. The ability to make patient-specific, genetically corrected iPSCs from HD patients will provide relevant disease models in identical genetic backgrounds and is a critical step for the eventual use of these cells in cell replacement therapy. © 2012 Elsevier Inc.",Human,iPS cell,0,0,0,0,0,4,27,32,21,28,112
428,2012,Induced pluripotent stem cells from patients with huntingtonês disease show CAG repeat expansion associated phenotypes,"Mattis, V.B. # Svendsen, S.P. # Ebert, A. # Svendsen, C.N. # King, A.R. # Casale, M. # Winokur, S.T. # Batugedara, G. # Vawter, M. # Donovan, P.J. # Lock, L.F. # Thompson, L.M. # Zhu, Y. # Fossale, E. # Atwal, R.S. # Gillis, T. # Mysore, J. # Li, J.-H. # Seong, I. # Shen, Y. # Chen, X. # Wheeler, V.C. # Macdonald, M.E. # Gusella, J.F. # Akimov, S. # Arbez, N. # Juopperi, T. # Ratovitski, T. # Chiang, J.H. # Kim, W.R. # Chighladze, E. # Watkin, E. # Zhong, C. # Makri, G. # Cole, R.N. # Margolis, R.L. # Song, H. # Ming, G. # Ross, C.A. # Kaye, J.A. # Daub, A. # Sharma, P. # Mason, A.R. # Finkbeiner, S. # Yu, J. # Thomson, J.A. # Rushton, D. # Brazier, S.P. # Battersby, A.A. # Redfern, A. # Tseng, H.-E. # Harrison, A.W. # Kemp, P.J. # Allen, N.D. # Onorati, M. # Castiglioni, V. # Cattaneo, E. # Arjomand, J. #",Cell Stem Cell,11,2,264,278,Article,"Huntington's disease (HD) is an inherited neurodegenerative disorder caused by an expanded stretch of CAG trinucleotide repeats that results in neuronal dysfunction and death. Here, the HD consortium reports the generation and characterization of 14 induced pluripotent stem cell (iPSC) lines from HD patients and controls. Microarray profiling revealed CAG expansion-associated gene expression patterns that distinguish patient lines from controls, and early onset versus late onset HD. Differentiated HD neural cells showed disease associated changes in electrophysiology, metabolism, cell adhesion, and ultimately cell death for lines with both medium and longer CAG repeat expansions. The longer repeat lines were however the most vulnerable to cellular stressors and BDNF withdrawal using a range of assays across consortium laboratories. The HD iPSC collection represents a unique and well-characterized resource to elucidate disease mechanisms in HD and provides a novel human stem cell platform for screening new candidate therapeutics. © 2012 ll Press. All rights reserved.",Human,iPS cell,0,0,0,0,0,5,41,48,37,34,165
429,2012,The polycomb group protein L3mbtl2 assembles an atypical PRC1-family complex that is essential in pluripotent stem cells and early development,"Qin, J. # Whyte, W.A. # Anderssen, E. # Apostolou, E. # Chen, H.-H. # Akbarian, S. # Bronson, R.T. # Hochedlinger, K. # Ramaswamy, S. # Young, R.A. # Hock, H. #",Cell Stem Cell,11,3,319,332,Article,"L3mbtl2 has been implicated in transcriptional repression and chromatin compaction but its biological function has not been defined. Here we show that disruption of L3mbtl2 results in embryonic lethality with failure of gastrulation. This correlates with compromised proliferation and abnormal differentiation of L3mbtl2-/- embryonic stem (ES) cells. L3mbtl2 regulates genes by recruiting a Polycomb Repressive Complex1 (PRC1)-related complex, resembling the previously described E2F6-complex, and including G9A, Hdac1, and Ring1b. The presence of L3mbtl2 at target genes is associated with H3K9 dimethylation, low histone acetylation, and H2AK119 ubiquitination, but the latter is neither dependent on L3mbtl2 nor sufficient for repression. Genome-wide studies revealed that the L3mbtl2-dependent complex predominantly regulates genes not bound by canonical PRC1 and PRC2. However, some developmental regulators are repressed by the combined activity of all three complexes. Together, we have uncovered a highly selective, essential role for an atypical PRC1-family complex in ES cells and early development. © 2012 Elsevier Inc.",Mouse,Embryonic stem cell,0,0,0,0,0,1,9,11,9,9,39
430,2012,Carm1 regulates Pax7 transcriptional activity through MLL1/2 recruitment during asymmetric satellite stem cell divisions,"Kawabe, Y.-I. # Wang, Y.X. # McKinnell, I.W. # Bedford, M.T. # Rudnicki, M.A. #",Cell Stem Cell,11,3,333,345,Article,"In skeletal muscle, asymmetrically dividing satellite stem cells give rise to committed satellite cells that transcribe the myogenic determination factor Myf5, a Pax7-target gene. We identified the arginine methyltransferase Carm1 as a Pax7 interacting protein and found that Carm1 specifically methylates multiple arginines in the N terminus of Pax7. Methylated Pax7 directly binds the C-terminal cleavage forms of the trithorax proteins MLL1/2 resulting in the recruitment of the ASH2L:MLL1/2:WDR5:RBBP5 histone H3K4 methyltransferase complex to regulatory enhancers and the proximal promoter of Myf5. Finally, Carm1 is required for the induction of de novo Myf5 transcription following asymmetric satellite stem cell divisions. We defined the C-terminal MLL region as a reader domain for the recognition of arginine methylated proteins such as Pax7. Thus, arginine methylation of Pax7 by Carm1 functions as a molecular switch controlling the epigenetic induction of Myf5 during satellite stem cell asymmetric division and entry into the myogenic program. © 2012 Elsevier Inc.",Mouse,tissue stem cell,0,0,0,0,0,0,8,8,19,14,49
431,2012,"FLT3-ITD knockin impairs hematopoietic stem cell quiescence/homeostasis, leading to myeloproliferative neoplasm","Chu, S.H. # Heiser, D. # Li, L. # Kaplan, I. # Collector, M. # Huso, D. # Sharkis, S.J. # Civin, C. # Small, D. #",Cell Stem Cell,11,3,346,358,Article,"Internal tandem duplication (ITD) mutations within the FMS-like tyrosine kinase-3 (FLT3) render the receptor constitutively active driving proliferation and survival in leukemic blasts. Expression of FLT3-ITD from the endogenous promoter in a murine knockin model results in progenitor expansion and a myeloproliferative neoplasm. In this study, we show that this expansion begins with overproliferation within a compartment of normally quiescent long-term hematopoietic stem cells (LT-HSCs), which become rapidly depleted. This depletion is reversible upon treatment with the small molecule inhibitor Sorafenib, which also ablates the disease. Although the normal LT-HSC has been defined as FLT3- by flow cytometric detection, we demonstrate that FLT3 is capable of playing a role within this compartment by examining the effects of constitutively activated FLT3-ITD. This indicates an important link between stem cell quiescence/homeostasis and myeloproliferative disease while also giving novel insight into the emergence of FLT3-ITD mutations in the evolution of leukemic transformation. © 2012 Elsevier Inc.",Mouse,hematopoietic stem cell,0,0,0,0,0,0,6,12,14,7,39
432,2012,Gene sets identified with oncogene cooperativity analysis regulate in vivo growth and survival of leukemia stem cells,"Ashton, J.M. # Balys, M. # Neering, S.J. # Hassane, D.C. # Cowley, G. # Root, D.E. # Miller, P.G. # Ebert, B.L. # McMurray, H.R. # Land, H. # Jordan, C.T. #",Cell Stem Cell,11,3,359,372,Article,"Leukemia stem cells (LSCs) represent a biologically distinct subpopulation of myeloid leukemias, with reduced cell cycle activity and increased resistance to therapeutic challenge. To better characterize key properties of LSCs, we employed a strategy based on identification of genes synergistically dysregulated by cooperating oncogenes. We hypothesized that such genes, termed ""cooperation response genes"" (CRGs), would represent regulators of LSC growth and survival. Using both a primary mouse model and human leukemia specimens, we show that CRGs comprise genes previously undescribed in leukemia pathogenesis in which multiple pathways modulate the biology of LSCs. In addition, our findings demonstrate that the CRG expression profile can be used as a drug discovery tool for identification of compounds that selectively target the LSC population. We conclude that CRG-based analyses provide a powerful means to characterize the basic biology of LSCs as well as to identify improved methods for therapeutic targeting. © 2012 Elsevier Inc.","Human, Mouse",cancer stem cell,0,0,0,0,0,1,4,12,3,3,23
433,2012,Direct reprogramming of fibroblasts into embryonic sertoli-like cells by defined factors,"Buganim, Y. # Itskovich, E. # Hu, Y.-C. # Cheng, A.W. # Ganz, K. # Sarkar, S. # Fu, D. # Welstead, G.G. # Page, D.C. # Jaenisch, R. #",Cell Stem Cell,11,3,373,386,Article,"Sertoli cells are considered the ""supporting cells"" of the testis that play an essential role in sex determination during embryogenesis and in spermatogenesis during adulthood. Their essential roles in male fertility along with their immunosuppressive and neurotrophic properties make them an attractive cell type for therapeutic applications. Here we demonstrate the generation of induced embryonic Sertoli-like cells (ieSCs) by ectopic expression of five transcription factors. We characterize the role of specific transcription factor combinations in the transition from fibroblasts to ieSCs and identify key steps in the process. Initially, transduced fibroblasts underwent a mesenchymal to epithelial transition and then acquired the ability to aggregate, formed tubular-like structures, and expressed embryonic Sertoli-specific markers. These Sertoli-like cells facilitated neuronal differentiation and self-renewal of neural progenitor cells (NPCs), supported the survival of germ cells in culture, and cooperated with endogenous embryonic Sertoli and primordial germ cells in the generation of testicular cords in the fetal gonad. © 2012 Elsevier Inc.",Mouse,Direct reprogramming,0,0,0,0,0,4,14,16,14,13,61
434,2012,Developmental stage and time dictate the fate of Wnt/_-catenin- responsive stem cells in the mammary gland,"Van Amerongen, R. # Bowman, A.N. # Nusse, R. #",Cell Stem Cell,11,3,387,400,Article,"The mammary epithelium undergoes extensive growth and remodeling during pregnancy, suggesting a role for stem cells. Yet their origin, identity, and behavior in the intact tissue remain unknown. Using an Axin2CreERT2 allele, we labeled and traced Wnt/_-catenin-responsive cells throughout mammary gland development. This reveals a switch in Wnt/_-catenin signaling around birth and shows that, depending on the developmental stage, Axin2 + cells contribute differently to basal and luminal epithelial cell lineages of the mammary epithelium. Moreover, an important difference exists between the developmental potential tested in transplantation assays and that displayed by the same cell population in situ. Finally, Axin2+ cells in the adult build alveolar structures during multiple pregnancies, demonstrating the existence of a Wnt/_-catenin-responsive adult stem cell. Our study uncovers dynamic changes in Wnt/_-catenin signaling in the mammary epithelium and offers insights into the developmental fate of mammary gland stem and progenitor cells. © 2012 Elsevier Inc.",Mouse,tissue stem cell,0,0,0,0,0,5,30,42,46,27,150
435,2012,MTOR inhibition prevents epithelial stem cell senescence and protects from radiation-induced mucositis,"Iglesias-Bartolome, R. # Patel, V. # Cotrim, A. # Leelahavanichkul, K. # Molinolo, A.A. # Mitchell, J.B. # Gutkind, J.S. #",Cell Stem Cell,11,3,401,414,Article,"The integrity of the epidermis and mucosal epithelia is highly dependent on resident self-renewing stem cells, which makes them vulnerable to physical and chemical insults compromising the repopulating capacity of the epithelial stem cell compartment. This is frequently the case in cancer patients receiving radiation or chemotherapy, many of whom develop mucositis, a debilitating condition involving painful and deep mucosal ulcerations. Here, we show that inhibiting the mammalian target of rapamycin (mTOR) with rapamycin increases the clonogenic capacity of primary human oral keratinocytes and their resident self-renewing cells by preventing stem cell senescence. This protective effect of rapamycin is mediated by the increase in expression of mitochondrial superoxide dismutase (MnSOD), and the consequent inhibition of ROS formation and oxidative stress. mTOR inhibition also protects from the loss of proliferative basal epithelial stem cells upon ionizing radiation in vivo, thereby preserving the integrity of the oral mucosa and protecting from radiation-induced mucositis. © 2012 Elsevier Inc.","Human, Mouse",tissue stem cell,0,0,0,0,0,5,18,29,23,19,94
436,2012,Temporal changes in PTEN and mTORC2 regulation of hematopoietic stem cell self-renewal and leukemia suppression,"Magee, J.A. # Ikenoue, T. # Nakada, D. # Lee, J.Y. # Guan, K.-L. # Morrison, S.J. #",Cell Stem Cell,11,3,415,428,Article,"Pten deletion from adult mouse hematopoietic cells activates the PI3-kinase pathway, inducing hematopoietic stem cell (HSC) proliferation, HSC depletion, and leukemogenesis. Pten is also mutated in human leukemias, but rarely in early childhood leukemias. We hypothesized that this reflects developmental changes in PI3-kinase pathway regulation. Here we show that Rictor deletion prevents leukemogenesis and HSC depletion after Pten deletion in adult mice, implicating mTORC2 activation in these processes. However, Rictor deletion had little effect on the function of normal HSCs. Moreover, Pten deletion from neonatal HSCs did not activate the PI3-kinase pathway or promote HSC proliferation, HSC depletion, or leukemogenesis. Pten is therefore required in adult, but not neonatal, HSCs to negatively regulate mTORC2 signaling. This demonstrates that some critical tumor suppressor mechanisms in adult cells are not required by neonatal cells. Developmental changes in key signaling pathways therefore confer temporal changes upon stem cell self-renewal and tumor suppressor mechanisms. © 2012 Elsevier Inc.",Mouse,hematopoietic stem cell,0,0,0,0,0,4,18,21,12,25,80
437,2012,MTOR complex 1 plays critical roles in hematopoiesis and pten-loss-evoked leukemogenesis,"Kalaitzidis, D. # Sykes, S.M. # Wang, Z. # Punt, N. # Tang, Y. # Ragu, C. # Sinha, A.U. # Lane, S.W. # Souza, A.L. # Clish, C.B. # Anastasiou, D. # Gilliland, D.G. # Scadden, D.T. # Guertin, D.A. # Armstrong, S.A. #",Cell Stem Cell,11,3,429,439,Article,"The mechanistic target of rapamycin (mTOR) pathway serves as a key sensor of cellular-energetic state and functions to maintain tissue homeostasis. Hyperactivation of the mTOR pathway impairs hematopoietic stem cell (HSC) function and is associated with leukemogenesis. However, the roles of the unique mTOR complexes (mTORCs) in hematopoiesis and leukemogenesis have not been adequately elucidated. We deleted the mTORC1 component, regulatory-associated protein of mTOR (Raptor), in mouse HSCs and its loss causes a nonlethal phenotype characterized by pancytopenia, splenomegaly, and the accumulation of monocytoid cells. Furthermore, Raptor is required for HSC regeneration, and plays largely nonredundant roles with rapamycin-insensitive companion of mTOR (Rictor) in these processes. Ablation of Raptor also significantly extends survival of mice in models of leukemogenesis evoked by Pten deficiency. These data delineate critical roles for mTORC1 in hematopoietic function and leukemogenesis and inform clinical strategies based on chronic mTORC1 inhibition. © 2012 Elsevier Inc.",Mouse,hematopoietic stem cell,0,0,0,0,0,5,14,27,13,17,76
438,2012,Reprogramming of pericyte-derived cells of the adult human brain into induced neuronal cells,"Karow, M. # Sanchez, R. # Schichor, C. # Masserdotti, G. # Ortega, F. # Heinrich, C. # Gascón, S. # Khan, M.A. # Lie, D.C. # Dellavalle, A. # Cossu, G. # Goldbrunner, R. # Goetz, M. # Berninger, B. #",Cell Stem Cell,11,4,471,476,Article,"Reprogramming of somatic cells into neurons provides a new approach toward cell-based therapy of neurodegenerative diseases. A major challenge for the translation of neuronal reprogramming into therapy is whether the adult human brain contains cell populations amenable to direct somatic cell conversion. Here we show that cells from the adult human cerebral cortex expressing pericyte hallmarks can be reprogrammed into neuronal cells by retrovirus-mediated coexpression of the transcription factors Sox2 and Mash1. These induced neuronal cells acquire the ability of repetitive action potential firing and serve as synaptic targets for other neurons, indicating their capability of integrating into neural networks. Genetic fate-mapping in mice expressing an inducible Cre recombinase under the tissue-nonspecific alkaline phosphatase promoter corroborated the pericytic origin of the reprogrammed cells. Our results raise the possibility of functional conversion of endogenous cells in the adult human brain to induced neuronal fates. © 2012 Elsevier Inc.",Human,Direct reprogramming,0,0,0,0,0,1,20,26,33,23,103
439,2012,Esrrb is a direct Nanog target gene that can substitute for Nanog function in pluripotent cells,"Festuccia, N. # Osorno, R. # Halbritter, F. # Karwacki-Neisius, V. # Navarro, P. # Colby, D. # Wong, F. # Yates, A. # Tomlinson, S.R. # Chambers, I. #",Cell Stem Cell,11,4,477,490,Article,"Embryonic stem cell (ESC) self-renewal efficiency is determined by the level of Nanog expression. However, the mechanisms by which Nanog functions remain unclear, and in particular, direct Nanog target genes are uncharacterized. Here we investigate ESCs expressing different Nanog levels and Nanog-/- cells with distinct functionally inducible Nanog proteins to identify Nanog-responsive genes. Surprisingly, these constitute a minor fraction of genes that Nanog binds. Prominent among Nanog-reponsive genes is Estrogen-related receptor b (Esrrb). Nanog binds directly to Esrrb, enhances binding of RNAPolII, and stimulates Esrrb transcription. Overexpression of Esrrb in ESCs maintains cytokine-independent self-renewal and pluripotency. Remarkably, this activity is retained in Nanog-/- ESCs. Moreover, Esrrb can reprogram Nanog-/- EpiSCs and can rescue stalled reprogramming in Nanog-/- pre-iPSCs. Finally, Esrrb deletion abolishes the defining ability of Nanog to confer LIF-independent ESC self-renewal. These findings are consistent with the functional placement of Esrrb downstream of Nanog. © 2012 Elsevier Inc.",Mouse,Embryonic stem cell,0,0,0,0,0,3,32,37,23,23,118
440,2012,Esrrb is a pivotal target of the Gsk3/Tcf3 axis regulating embryonic stem cell self-renewal,"Martello, G. # Sugimoto, T. # Diamanti, E. # Joshi, A. # Hannah, R. # Ohtsuka, S. # Goettgens, B. # Niwa, H. # Smith, A. #",Cell Stem Cell,11,4,491,504,Article,"Inhibition of glycogen synthase kinase-3 (Gsk3) supports mouse embryonic stem cells (ESCs) by modulating Tcf3, but the critical targets downstream of Tcf3 are unclear. We analyzed the intersection between genome localization and transcriptome data sets to identify genes repressed by Tcf3. Among these, manipulations of Esrrb gave distinctive phenotypes in functional assays. Knockdown and knockout eliminated response to Gsk3 inhibition, causing extinction of pluripotency markers and loss of colony forming capability. Conversely, forced expression phenocopied Gsk3 inhibition or Tcf3 deletion by suppressing differentiation and sustaining self-renewal. Thus the nuclear receptor Esrrb is necessary and sufficient to mediate self-renewal downstream of Gsk3 inhibition. Leukaemia inhibitory factor (LIF) regulates ESCs through Stat3, independently of Gsk3 inhibition. Consistent with parallel operation, ESCs in LIF accommodated Esrrb deletion and remained pluripotent. These findings highlight a key role for Esrrb in regulating the naive pluripotent state and illustrate compensation among the core pluripotency factors. © 2012 Elsevier Inc.",Mouse,Embryonic stem cell,0,0,0,0,0,2,43,41,31,21,138
441,2012,Asymmetric segregation of the double-stranded RNA binding protein Staufen2 during mammalian neural stem cell divisions promotes lineage progression,"Kusek, G. # Campbell, M. # Doyle, F. # Tenenbaum, S.A. # Kiebler, M. # Temple, S. #",Cell Stem Cell,11,4,505,516,Article,"Asymmetric cell divisions are a fundamental feature of neural development, and misregulation can lead to brain abnormalities or tumor formation. During an asymmetric cell division, molecular determinants are segregated preferentially into one daughter cell to specify its fate. An important goal is to identify the asymmetric determinants in neural progenitor cells, which could be tumor suppressors or inducers of specific neural fates. Here, we show that the double-stranded RNA-binding protein Stau2 is distributed asymmetrically during progenitor divisions in the developing mouse cortex, preferentially segregating into the Tbr2+ neuroblast daughter, taking with it a subset of RNAs. Knockdown of Stau2 stimulates differentiation and overexpression produces periventricular neuronal masses, demonstrating its functional importance for normal cortical development. We immunoprecipitated Stau2 to examine its cargo mRNAs, and found enrichment for known asymmetric and basal cell determinants, such as Trim32, and identified candidates, including a subset involved in primary cilium function. © 2012 Elsevier Inc.",Mouse,neural stem cell,0,0,0,0,0,2,8,13,9,7,39
442,2012,An asymmetrically localized Staufen2-dependent RNA complex regulates maintenance of mammalian neural stem cells,"Vessey, J.P. # Amadei, G. # Burns, S.E. # Kiebler, M.A. # Kaplan, D.R. # Miller, F.D. #",Cell Stem Cell,11,4,517,528,Article,"The cellular mechanisms that regulate self-renewal versus differentiation of mammalian somatic tissue stem cells are still largely unknown. Here, we asked whether an RNA complex regulates this process in mammalian neural stem cells. We show that the RNA-binding protein Staufen2 (Stau2) is apically localized in radial glial precursors of the embryonic cortex, where it forms a complex with other RNA granule proteins including Pumilio2 (Pum2) and DDX1, and the mRNAs for _-actin and mammalian prospero, prox1. Perturbation of this complex by functional knockdown of Stau2, Pum2, or DDX1 causes premature differentiation of radial glial precursors into neurons and mislocalization and misexpression of prox1 mRNA. Thus, a Stau2- and Pum2-dependent RNA complex directly regulates localization and, potentially, expression of target mRNAs like prox1 in mammalian neural stem cells, and in so doing regulates the balance of stem cell maintenance versus differentiation. © 2012 Elsevier Inc.",Mouse,neural stem cell,0,0,0,0,0,2,8,9,9,10,38
443,2012,The par complex and integrins direct asymmetric cell division in adult intestinal stem cells,"Goulas, S. # Conder, R. # Knoblich, J.A. #",Cell Stem Cell,11,4,529,540,Article,"The adult Drosophila midgut is maintained by intestinal stem cells (ISCs) that generate both self-renewing and differentiating daughter cells. How this asymmetry is generated is currently unclear. Here, we demonstrate that asymmetric ISC division is established by a unique combination of extracellular and intracellular polarity mechanisms. We show that Integrin-dependent adhesion to the basement membrane induces cell-intrinsic polarity and results in the asymmetric segregation of the Par proteins Par-3, Par-6, and aPKC into the apical daughter cell. Cell-specific knockdown and overexpression experiments suggest that increased activity of aPKC enhances Delta/Notch signaling in one of the two daughter cells to induce terminal differentiation. Perturbing this mechanism or altering the orientation of ISC division results in the formation of intestinal tumors. Our data indicate that mechanisms for intrinsically asymmetric cell division can be adapted to allow for the flexibility in lineage decisions that is required in adult stem cells. © 2012 Elsevier Inc.",Other,tissue stem cell,0,0,0,0,0,1,14,17,19,11,62
444,2012,Coordination of satellite cell activation and self-renewal by par-complex-dependent asymmetric activation of p38_/_ MAPK,"Troy, A. # Cadwallader, A.B. # Fedorov, Y. # Tyner, K. # Tanaka, K.K. # Olwin, B.B. #",Cell Stem Cell,11,4,541,553,Article,"In response to muscle injury, satellite cells activate the p38_/_ MAPK pathway to exit quiescence, then proliferate, repair skeletal muscle, and self-renew, replenishing the quiescent satellite cell pool. Although satellite cells are capable of asymmetric division, the mechanisms regulating satellite cell self-renewal are not understood. We found that satellite cells, once activated, enter the cell cycle and a subset undergoes asymmetric division, renewing the satellite cell pool. Asymmetric localization of the Par complex activates p38_/_ MAPK in only one daughter cell, inducing MyoD, which permits cell cycle entry and generates a proliferating myoblast. The absence of p38_/_ MAPK signaling in the other daughter cell prevents MyoD induction, renewing the quiescent satellite cell. Thus, satellite cells employ a mechanism to generate distinct daughter cells, coupling the Par complex and p38_/_ MAPK signaling to link the response to muscle injury with satellite cell self-renewal. © 2012 Elsevier Inc.",Mouse,tissue stem cell,0,0,0,0,0,2,6,15,22,20,65
445,2012,Signaling from the sympathetic nervous system regulates hematopoietic stem cell emergence during embryogenesis,"Fitch, S.R. # Kimber, G.M. # Wilson, N.K. # Parker, A. # Mirshekar-Syahkal, B. # Goettgens, B. # Medvinsky, A. # Dzierzak, E. # Ottersbach, K. #",Cell Stem Cell,11,4,554,566,Article,"The first adult-repopulating hematopoietic stem cells (HSCs) emerge in the aorta-gonads-mesonephros (AGM) region of the embryo. We have recently identified the transcription factor Gata3 as being upregulated in this tissue specifically at the time of HSC emergence. We now demonstrate that the production of functional and phenotypic HSCs in the AGM is impaired in the absence of Gata3. Furthermore, we show that this effect on HSC generation is secondary to the role of Gata3 in the production of catecholamines, the mediators of the sympathetic nervous system (SNS), thus making these molecules key components of the AGM HSC niche. These findings demonstrate that the recently described functional interplay between the hematopoietic system and the SNS extends to the earliest stages of their codevelopment and highlight the fact that HSC development needs to be viewed in the context of the development of other organs. © 2012 Elsevier Inc.",Mouse,hematopoietic stem cell,0,0,0,0,0,0,6,11,11,13,41
446,2012,Reconstitution of mouse spermatogonial stem cell niches in culture,"Kanatsu-Shinohara, M. # Inoue, K. # Takashima, S. # Takehashi, M. # Ogonuki, N. # Morimoto, H. # Nagasawa, T. # Ogura, A. # Shinohara, T. #",Cell Stem Cell,11,4,567,578,Article,"Spermatogonial stem cells (SSCs) reside in specific niches within seminiferous tubules. These niches are thought to secrete chemotactic factors for SSCs, because SSCs migrate to them upon transplantation. However, the identity of these chemotactic molecules remains unknown. Here, we established a testis feeder cell culture system and used it to identify SSC chemotactic factors. When seeded on testis cells from infertile mice, SSCs migrated beneath the Sertoli cells and formed colonies with a cobblestone appearance that were very similar to those produced by hematopoietic stem cells. Cultured cells maintained SSC activity and fertility for at least 5 months. Cobblestone colony formation depended on GDNF and CXCL12, and dominant-negative GDNF receptor transfection or CXCL12 receptor deficiency reduced SSC colonization. Moreover, GDNF upregulated CXCL12 receptor expression, and CXCL12 transfection in Sertoli cells increased homing efficiency. Overall, our findings identify GDNF and CXCL12 as SSC chemotactic factors in vitro and in vivo. © 2012 Elsevier Inc.",Mouse,germ cell,0,0,0,0,0,0,5,13,12,14,44
447,2012,Trisomy correction in down syndrome induced pluripotent stem cells,"Li, L.B. # Chang, K.-H. # Wang, P.-R. # Hirata, R.K. # Papayannopoulou, T. # Russell, D.W. #",Cell Stem Cell,11,5,615,619,Article,"Human trisomies can alter cellular phenotypes and produce congenital abnormalities such as Down syndrome (DS). Here we have generated induced pluripotent stem cells (iPSCs) from DS fibroblasts and introduced a TKNEO transgene into one copy of chromosome 21 by gene targeting. When selecting against TKNEO, spontaneous chromosome loss was the most common cause for survival, with a frequency of _10-4, while point mutations, epigenetic silencing, and TKNEO deletions occurred at lower frequencies in this unbiased comparison of inactivating mutations. Mitotic recombination events resulting in extended loss of heterozygosity were not observed in DS iPSCs. The derived, disomic cells proliferated faster and produced more endothelia in vivo than their otherwise isogenic trisomic counterparts, but in vitro hematopoietic differentiation was not consistently altered. Our study describes a targeted removal of a human trisomy, which could prove useful in both clinical and research applications. © 2012 Elsevier Inc.",Human,iPS cell,0,0,0,0,0,0,15,16,13,16,60
